text,task_1
RT @SlimGirl_Probz: &#8220;@TRESHON_SCROOGE: Oomf pregnant from dat dog in the hood dat chase erbody &#128514;&#128514;&#128514;&#8221;REAL funny bitch!!!!,HOF
@demimariemorin well im sure im not fully retarded #imustbestupid:(,HOF
"Do birds have dongs? How do they mate? Help me, I'm an adult who doesn't know how animal sex works!!!",NOT
Her pussy wet I call it Fiji water,HOF
Call dat bitch... http://t.co/p50wtGrz8a,HOF
RT @studio6263: M&amp;S bids for most social Christmas yet with &#8216;Follow the Fairies&#8217; campaign http://t.co/5OaL2EHhG2 #CLE #marketing,NOT
I really want a girl to make me some brownies &#128553;&#128557;,NOT
"my pussy pops severely, 
and yours don't!!!",HOF
@NipseyHussle nip Im tryna buy a copy of #Crenshaw!! But your http://t.co/DBLbyvX0pL website is down.. Let me know something!,NOT
RT @NoChillPaz: The only girls that care about being a guys WCW are hoes,HOF
I'm such a retard sometimes.,NOT
"RT @BrandonTierney: Crooked number followed by shut down frame, love it. #Yankees",NOT
RT @NickCoyne001: Guys who tweet shit to get a bunch of favorites are on the same level as hoes,HOF
@littlelinnda @NasshRodriguez @linndaroose linda you just @ yourself rn you retard^^,HOF
@haydenhill13 @aknadnrye @Sam_James3 @khalilreed indeed I did nigga is too over used so I use nigger,HOF
RT @Henry_3k: When I was little I remember laying horrified in bed as hand puppets held a mock trial convicting me of putting my hand up th&#8230;,NOT
Sapete che? Vi odio..... ho finito..,NOT
pull out my bank roll on y'all bitches like whoa,HOF
"RT @BOSSBITCH122513: Loyalty now let's get this money I got u,u got me no hoes just us !!!!",HOF
There is a trash bag in my hall thats been there for like 2 wks. Weird thing: it changes consistency every few days,NOT
#HappyColumbusDay !!!! If is wasn't for #America.................#KarlMarx would never have thought of sharing #colonialism with #injuns !!!,NOT
@Rasheed_Sheen man damn dude come get this bitch lml,HOF
Y'all dumb bitches out here FUCKING UP,HOF
red meat trash,NOT
Jihadis identify a man from #Indonesia as the one who carried a massive suicide bombing on Speicher camp #Iraq http://t.co/h1hjHYnbY2,NOT
If only I dated a girl that lived off Mack Road I could just get the holy trinity of Sacramento ghettos on a daily basis,NOT
@McSheeti means trash lol,NOT
@PWilliamsD I need some clams on the half shell :-). Down here all you can get is deep fried clam necks.,NOT
"RT @Brennanculp: But if you a hoe, do you. I ain't judging you. Get it in, but don't hurt someone in the process, be straight up ab it",HOF
Islamic Jihadis run away to Pakistan @PureMonotheist @BemetOr8 #UniteBlue,NOT
"You know bitches be mad when they be like ""I'm my own #wcw&#128514;&#128514;",HOF
Niggas swear they don't trust these hoes but be fucking raw &#128528;&#128514;smh,HOF
"RT @t_grun: Yeah I checked my connection, I have fucking wifi. Did you check if you were being a lil bitch nigga? http://t.co/0kvF0REwjd",HOF
RT @CloudProjection: Females are more thirsty for attention than males are for pussy.,HOF
"RT @TylerGimblin: Girls, don't let a dude treat you like a yellow starburst. You are a pink starburst.",NOT
Cocky bitches with front teeth that stick out from suckin they thumb &lt;,HOF
Denzie boutta be takin erry body bitch now!,HOF
!!!!!!!!! RT @C_G_Anderson: @viva_based she look like a tranny,HOF
RT @MeganCammalleri: Thank you to the Perkins student section for participating in the yellow out. We all really appreciated it!,NOT
"RT @iSoldYoDadDrugs: I hate when people take a picture&#128247; and be like "" don't mind the background "" &#9995; nah bitch imma mind &#128563;",HOF
#mt browngal #gouache #monkey #tiki http://t.co/kFhj8lWhbs,NOT
RT @OGMarcusC: !!!! &#8220;@RapAboutCereal: Jay Z verse trash. http://t.co/eYb3B08BTM&#8221;,NOT
Finally got my medicine and crackers!,NOT
"Out of day care, I'm taking a kitty nap on you hosers.",NOT
@BarackObama Biden was a winner last night? Yea right like Charlie Sheen Really was a a winner too.... #winning lol,NOT
@hidalgoparadise lol its #hoe bitch ass,HOF
LOL there's a talking monkey live on the internet! Will wonders never cease?,NOT
"RT @TheRoot: Don Lemon gets called an Uncle Tom, doesn't like it: http://t.co/eV4xgI5Pgc http://t.co/i6Xs8HCnrb",NOT
"I wish my bitch ass mother would give me my 5grand for.child support, fuckin bitch",HOF
RT @FunnyQuotees: Halloween use to be a holiday for kids. It is now National dress like your inner hoe day.,HOF
I don't live for you hoes man,HOF
"RT @macktology101: Niggas got a girl, why the fuck you asking girls to text you...hoes man hoes",HOF
I I haven't watched a single episode of #LHHNY however I'm watching the reunion. This coon shit. I mean the levels of ratcheticity,NOT
Its what we call #Bitchassness RT @MoeDeloach: If a nicca tell a female another man got mad girls throwin salt that man gay straight up,HOF
"Omoide Yokocho : Shinjuku, Tokyo, Japan / Jap&#243;n by Lost in Japan, by Miguel Mich&#225;n http://t.co/7J2uXi5501",NOT
The boy who shot albino deer http://t.co/D4XajBEIb1,NOT
"""Is that an albino Mexican?""
""No dad, he's Asian.""",NOT
"they probably hate me even more because not only do I look white (when I'm technically a poc), but I have white hair now I'm double cracker",HOF
RT @Mbw44: &#8220;@luzerne_troy: &#8220;@balenceeaga: &#8220;@AienneLuckera: This bitch is awesome &#128588; http://t.co/Q5yhJTbcnr&#8221;need this,HOF
"If yo nigga catch you cheating, and beat yo ass in front yo lil yeah, and lil yeah don't help. You still give him pussy ladies?",HOF
@MattHomeTeam - you know what you did you faggot. There are literally thousands of people that have you on their radar homo,HOF
Since bitches love callin me by my ex girlfriends names so much ima start callin them the names of niggas they fucked,HOF
third party keyboards on iOS 8 trash,NOT
RT @yungxprnce: Approach yo bitch like: http://t.co/UHMIME9psw,HOF
@mrrickyguevara lmao why would we respect him then? he's a hoe if that's true,HOF
"Baked Montreal chicken, cheesy brussels sprouts, garlic butter triple cheddar &amp; chives yellow mashed&#8230; http://t.co/XsGW1kSqCW",NOT
Lakers fans will feel the pain the Yankees fans are feeling today at the end of basketball season.,NOT
"This is my ""sup bitches"" face http://t.co/mqPqzLgCKf",HOF
@PussyBeezus_ whatever hoe,HOF
#tbt when i took my likkle monkey jimmys http://t.co/LIK3xpZ6eZ,NOT
No summer school? &#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515;&#128515; eat a dick school. Im done with your bitch ass !!!!!!,HOF
"RT @JewJitsuGrl: @AdmiralAckbar3 @00_jackie @Darknight420 @allahthefairy &#128073; @TayyibN &#128072;
Tiny Jihadi http://t.co/PDIKbrvCJ8",NOT
And I'm steady tellin dis bitch gtfo my face,HOF
"RT @varepall: Charlie Rangel on GOP: They 'believe slavery isn't over' http://t.co/I8nolg9m6O

RANGEL IS A FLAGRANT TAX EVADER AND RACIST",NOT
That damn lispy mouth bitch knows.good in hell well Tara wasn't a damn roommate! Damn rocks for brains man! Lol,HOF
@ArianaGrande this bitch @cumwiththewind,HOF
&#8220;@Ashton5SOS: An itsy bitsy teeny weeny yellow pock-a-dot bikini&#8221; Polk Ashton. Polk,NOT
I'll have these bitches havin baby's every week,HOF
#WhatImCraving Peanut Butter Oreos &lt;3,NOT
"RT @alex_mizz310: @Huntermoore why do you call most guys that talk shit to you ""fags"" then? You should use another word hypocrite.",HOF
&#128557; RT @KingHov1313: I be thinkin Errbody wanna give me some pussy!&#128553;,HOF
@danram70 @Buflo_dolla ....so ur a fag?,HOF
My nig kkeldalegend took me out for some more of that good old New Orleans soul food! http://t.co/vCBKAcQBHV,NOT
It's scientifically proven that no one can not cry at least once while watching Charlie St. Cloud.,NOT
RT @SenorSteez This whole week was trash,NOT
"laughing on the inside thinking ""that's what yo bitch ass get, fuck boy"".",HOF
@H_TownRacer shit tell that pussy to come out of retirement and show up Kareem Jackson then he can get respect,HOF
I dont got no type... Bad bitches is the only thang that i like! You aint got no life.. Cups with the ice and we do this every night!&#127926;,HOF
&#8220;@IAm_Cream: &#128514;RT @DontGetGrandHoe: When y'all hoes going to learn how to spell&#8221; &#128588;&#128588;,HOF
"""@TEE_JONEZ: @16stanleys @KingCuh tuku ho idk blah blah blah"" &#128514;&#128514;&#128514;",NOT
Hey @DreamShakeSBN fans. If anyone is wondering what the yellow tab on the back of the collar for - it's for teams that have won a champion,NOT
"RT @KILLQuana: Hun, wrong social networking site RT&#8220;@Schwaggy_Chulo: 666 - LMS for a good morning post, and something extra (maybe)&#8221;",NOT
Omg! The cutest little tinker bell ever &#10084;&#65039; http://t.co/vDajfVlwyP http://t.co/YpTz9O4SIS,NOT
"""@LaFlareGodJosh: Gucci Mane in jail and dropping mixtapes every month and you hoes can't even text back""",HOF
"Hoes all on my bandwagon, your bitch gaggin, she jet laggin. #A$AP",HOF
RT @GorgeousLeeiyah: Niggas loose they down bitch for a bitch who down to snitch &#128586;&#128175;,HOF
&#9996;&#65039; out bitch I'm winning &#128526; http://t.co/k3l15zoBGz,HOF
"RT @FranquitoUno: Instagram, the only place you can find thirsty hoes and connects at the same time http://t.co/2fj7WrdTQ3",HOF
"If you LIKE #chocolate or #sodapop and you tweet bad about #HappyColumbusDay..............YOU ARE A FUCKIN"" #retard #HYPOCRITE&gt;",HOF
Feminist aka a bitch.,HOF
RT @JoeBudden: Back to these hoes tho.,HOF
Sinai Jihadi Group Beheads 3 Accused of Being 'Spies of the Jews' http://t.co/3CDOsElI1k via @BreitbartNews,NOT
Dis nicca lame,NOT
RT @Mr_JSmart24: So damn sick of that damn lie smfh&#8230;Skinny girls look like iphones when they jeans come off bitch stop lying!!,HOF
Frustration can be a bitch !,NOT
"RT @NDFootball: Winston connects with Greene on the slant across the middle for the score. Ball game is tied, 17-17.",NOT
Love'em and hate 'em... &#171;@my_shit_bit Big booty bitches.&#187;,HOF
Why you shouldn't eat pussy unless you love her http://t.co/BkpLT6D9ax,HOF
RT @zFearless: @Fadeaway_4s fuck a bitch and think of me,HOF
RT @SexualTruth: SEX FACT: A lot of women say getting their ass eaten feels better than getting their pussy eaten.,HOF
"RT @Lysettemariee: Jamal is a fool &#128514;&#128514;&#128514; first he called me a leprechaun, then he said my heart cant be blue or purple. It gotta be yellow or&#8230;",NOT
Who needs an alarm when you have the worlds most annoying bird outside your window?!??,NOT
lmfaoooo RT @HarleyyyQuinn_: Wiz is a perfect example of how fame can get you bitches. He looks like your typical tweaker homeless woman.,HOF
RT @ShitPussiesSay: Dudes built like a crushed Twinkie http://t.co/1WsYI6gDVP,NOT
"RT @DavidBCohen1: Will Coakley go 0-2 in ""can't lose"" races? RT @seanspicer: wow, just wow -- @BostonGlobe : Charlie Baker for Governor htt&#8230;",NOT
"Oreo Ice Cream Sandwich http://t.co/RM0KsY99Bc""",NOT
&#128095;&#128095;&#128095;&#128095; got ur bitch tip toeing on my marble floors.......,HOF
@BrendaGisselCA that you got hoes damn,HOF
Whoops bought snuggly hideous fuzzy boots because it's cold as balls all of a sudden,NOT
"RT @nikejap: Bae: go talk to your other hoes
Me: http://t.co/WjFjmsf8aV",HOF
"@OG_Dakota lemme just throw a 302 in it, how's the tranny??",NOT
Lmao RT @A2daO: Yeah that pussy yours Cee RT @YolaC_: Come get some breakfast from Boom! RT @CeeRoss: Breakfast PLZ,HOF
@ElyssaJankowski @ComedyTextings haha she a stupid hoe,HOF
"Conoc&#237; tus ojos negros 
Y ahora si que no puedo vivir sin ellos",NOT
T up bitch no chaser needed Tsu HC2k14 http://t.co/YXHDIszIMl,HOF
Happy hangover #Bloomington #btown #iubb #IU #Indiana #hoosierdaddy #HoosierNation #hoosiers the resurrection is now complete. #ncaa #big10,NOT
"RT @josepheach: D-emand
E-veryone's
M-oney &amp;
O-bjects
C-ollectively be
R-edistributed
A-mong
T-heir
S-upporters",NOT
"RT @ArianaGrande: Oh Torrence, I can't stand your cheer leading squad but I love your pom poms... I'll feed you bon bons all night.",NOT
"My teacher always says ""Has a man ever abused his wife while using marijuana? Not unless she hides the Oreo cookies then she deserves it.""",NOT
Like she got a death touch? RT @Tenebris_cor: This bitch standing in front of me looking like rogue from the xmen,HOF
"@DrMalvo 
I likes it back dare. It's free fo me cause whitey pay da fee",HOF
Don't get yo bitch ass killed in new Atlanta baby!,HOF
RT @Landontours: Nice baby bump bitch.,HOF
@darthdanaa Yes you do retard.,HOF
Ain't even fuckin wit shady bitches,HOF
In other words call you a bitch.,HOF
"@AngryWillHelms Genius, the politically correct term would be ""intellectually disabled."" It's highly offensive to use the word retarded.",NOT
' Elza M. Jones Was whipppppppen and drifting last night lol we was tu this ma niggah http://t.co/wAqAmR4BGU,HOF
&#8220;@44BINKO: Denzy tryna hoe broski Izzy &#128553;&#8221;&#128514;,HOF
that ho said 9.63 when I got to the register &#128563;,HOF
"Sitting alone watching White Chicks, no pants, fuzzy blankets, tea || turn up",NOT
"You know you are in the ghetto when you see streets named Martin Luther King Jr &amp; LittleJohn. 
#halp",NOT
"Haha, Yankees fans are bent out of shape about the Hu27le graphic",NOT
Too much makeup so trash..,NOT
"type a bitch make u take her on 10 dates, then she give u da pussya and the shit weak. damn.",HOF
These niggas be actin like bitches,HOF
"I want some cookies, brownies and ice cream. &#128523;",NOT
@Ants_SNEweather Well you got to see pom-pom Pete,NOT
A ghetto girl's best bet is to find work at a call center and try to climb that corporate latter.,NOT
RT @ShamarGotHoes: These hoes... Smh http://t.co/PRr9JkrBSp,HOF
RT @FoodPornsx: Deep Fried Oreos &#128588;&#128069;&#128166; . http://t.co/dy7QT1Jtlg,NOT
Floppy bird chalmers over here taking after his hero LeBron,NOT
"RT @Nostradamnisuck: Mary had a juicy clam,
Was always good to go
Little touch of boated man
And she began to flow

#HallmarkNostraCollecti&#8230;",HOF
"RT @ItsSonGoku: Don't Get Spirit Bombed Lil Nigga RT @LeanandCuisine: Dragonball z trash, debate me if you want",HOF
I can't stand a Fag bitch like Fucc get out there &amp; make the MONEY &#128184;,HOF
@gifs http://t.co/J1PWlaeRCu (via @teapot),NOT
ooh girl cute face but yellow teef. lol,NOT
@shyhoof @umbralfox @Feyote Lamashtu has some great orgies but is a total bitch. lol : P,HOF
I see u jigga!!!! Hillary $wankin,NOT
"@CallNeeshCakey no , a pop wop &#128514;",NOT
Yo if you get like over 25 of flappy bird you need to do some self evaluation because you probably have no life,NOT
"Hurry up nigga this the last key, they dont know where the fiberglass safe at, to get in that bitch you need a glass key!",HOF
McDonald's is hella trash to me now,NOT
"@Toetancchamon Wilde nog even checken op Twitter hoe het ging maar had zo'n heftige wond niet verwacht, heftig. Sterkte &amp; beterschap hoor!",HOF
"Remember when I told yall bout my coworker not lookin out a couple weeks back?.. Karma's a hoe, got his ass.",HOF
"So let's see what you look like in the AM without the 10 filters and colored contact lenses, your followers are dying to know 

@uberfoxy",NOT
@charloosss @keepitplur @nicoleariel_ I'll chug my tall can . but homegirl won't approve lol,NOT
Westbrook you ball hogging bitch pass it to your fuckin teammates if you want to win,HOF
This bitch THINCC she dress coding me &#9995;&#128514;&#128557;,NOT
@Pepper_Redbone @Yankees @Mets Oh yeah. And the annoying damn duck calls?? They outta be banned. Duck horns??,NOT
RT @Solyybee_: Lmfao RT&#8220;@macktology101: Alco(ho)l&#8221;,NOT
RT @_ConnorRay: I do not fuck with that bitch she cannot keep her legs closed,HOF
"RT @raider_level: She was like ""I don't go to raider games. They are ghetto and people get jumped"" lmao I was like ""well the shit sound lik&#8230;",HOF
RT @bunnyasmin1125: I Still Be Craving An Oreo McFlurry b;,NOT
Even they know you my bitch,HOF
Cheeky thoughts as the rooster crows.,NOT
#bad #ass #local #bitches,HOF
"#NP ""Centuries"" ~FOB",NOT
"tell the hating niggah 
stfu",HOF
RT @Yankees: #Yankees can jump into first place TONIGHT. RT if you think they will!,NOT
"Free patterns - Adorable crochet borders Butterfly, ladybug, flower bumblebee and hat edging, trim, http://t.co/FOtJbqWyEg",NOT
RT @inmysexdreams: I love black shoes cause I can match them with anything but I also need some colored shoes,NOT
@Lvl_7_Eevee @UnicornCowboy @hisorraya I'll trade you one car drift for brownies.,NOT
RT @___Legacy: Need some ice cream and Oreos &#128525;,NOT
Did the Italian bird just call Janet a calzone? #UNCLEtweet,NOT
@ChaseBasford chase you God damn faggot &#128514;&#128557;&#128514;&#128557;,HOF
Happy birthday bitch &#128526;@THEalexflores10 http://t.co/2fBKhkQiJa,HOF
RT @SeQuoia_Gabris: &#8220;@UeonoYungJumbo: @SeQuoia_Gabris yeah hoe!&#8221; But the babies are innocent lol so Gabriella still got her sister a birthd&#8230;,NOT
Bitches make me happy. RT @AsaAkira: Material objects make bitches happy #iPhone6 http://t.co/d1TbYtc7QB,HOF
RT @losthistories: In DC Fri 1/3: Bengali Harlem reading/convo @busboysandpoets 14th St @SAALTweets @teachingchange @ThatWhichIsTold http:/&#8230;,NOT
"LMFAO, stupid bitch tells me at the door they already started, and to come back.&#128514;&#128514; UMMMM NAH",HOF
"RT @zachthorpe78: ""the trash generation""",NOT
See the jumbotron? That&#8217;s where the jig is,NOT
Sonnen is a faggot,HOF
@Rob_San9993 ha lol like at selenas horny bitch lol,HOF
I'm Pregnant Charlie Brown! #WorstPeanutsSpecialEver,NOT
And where do you think unsold items from thrift stores go? The garbage. Think of all the great games that are in trash dumps as we speak :(,NOT
RT @_MindAtEase: Wet pussy with no smell a mf,HOF
"RT @wilw: Even shorter Charlie Sheen: ""Your move, Mel Gibson.""",NOT
@erinscafe We hate them more than the Cowboys and Yankees.,NOT
"RT @Yankees: Ballgame over, #Yankees WIN! Yanks beat the White Sox in 10 innings, 4-3.",NOT
"Or ""don't vote for the cripple"" amirite? bigot MT @DawnnaDukes: Vote #VoteWendyDavis for Governor of Texas. http://t.co/LnAeW8CCoD",NOT
"RT @MeechIsDEAD: I Cant Wait Till U &amp; Ya Boyfriend Break Up, That nigga act Like he own the pussy",HOF
"Bitches be like ""New Avi &gt;&gt;"" and I'm just like bitch, your new avi is UGLY, your old avi was UGLY, bitch YOU ugly.",HOF
"Jihadis claim to have shot an #Iraq army Mi-35 attack helicopter in Beji &amp; identify its pilot by name, rank",NOT
"@JonJanke @jtrimbl3 You're a sensitive, pussy whooped, no sense of humor, neo zoom maxi dweeb. Now sit your ass all the way down.",HOF
@Maxwell_Larsen your a cunt,HOF
RT @virleehol: @cbinflux Well we sure as heck know how to read. I'm reading the trash right now and almost everything I've heard on the web&#8230;,NOT
@OLE_VertyBstard @thereal_EMandM @Holt3 lay in it brother I'm a honky,HOF
@irwinhype thank you so much. it was a bitch move of her to pull. but thank you &#10084;&#65039;,HOF
When your nigga passes you a hoe http://t.co/ItusP1WVoI,HOF
"Sorry Sam, I went to @elonuniversity RT @wulfpacksam83: Is wes durham woody durham son???? If so, why is that tar baby doing a PACK game.",NOT
RT @EverybodyHatesX: He's trash RT @Yerrp08: Too early to call Austin Rivers a draft bust ?,NOT
Me gusta pollo so espa&#241;ol that. Lol. &#127831;,NOT
@Buckm00se I don't like the sand nigger but it's entertaining like 6 knockdowns,HOF
RT @ChavoDaGreat: &#8220;@TreVaughnLG: Frfr come party wimmie I'm leavin this shithole til summfest&#8221; I'm leavin dis hoe before that!,HOF
RT @tj_curtin: A birds eye view of today's #harvest14 activities. Thanks @BrentJFF for the great camera work! http://t.co/RgETR4tV4S,NOT
Alex Smith wears red and yellow now so quit being psycho ex boyfriends and get over him. He's in the past,NOT
&#8220;@wwwobert_: B Oreo a stunt&#8221;come thru &#128293;&#128293;&#128293;,NOT
Yankees should have NEVER gave away Melky. Guy can flat out HIT. #yankees #giants,NOT
mall with my fellow ginzos to do some christmas shopping @Vinnyliarda @Dimi_Artale @Billythathird #fuckdimmy #vinnysnotmadon #billgetsbuns,NOT
"What's a Queen without a King?

...A lonely ass bitch!",HOF
@kieffer_jason nigga what I was talking bout after school. Or when ever your choice bitch,HOF
Nah I definitely gotta find me a bitch to drive me around in my whip while I'm drunk to this Ty Dolla $ign tape b it's only right,HOF
"RT @SweetiePaii: RT if you listen to these bands &#128522;

A7X
PTV
SWS
ATL
BVB
ADTR
BMTH
YMAS
FOB
AA
Blink 182
TDG
SS
FIR
MCR

Follow me &amp; everyon&#8230;",NOT
RT @TheFakeESPN: Red Hot Chili Peppers with the longest nip-slip in Super Bowl Half Time Show history.,NOT
@LoLDyrus It's retarded. Ignore the harlem shake fad and hope it goes away soon.,NOT
PND is my jigga man.,NOT
""" lames crying over hoes thats tears of a clown """,HOF
Dam this niggah trippin off ecstasy,HOF
I almost stepped on a bird running around the floor ah they are so creepy,NOT
2 #iubb games when im in #bloomington #btown how good is that?! #ncaa #basketball #college #Indiana #iu #hoosiers,NOT
@Nashgrier purple monkey,NOT
"RT @SenorSteez: These hoes ain't loyal mane, they rotate",HOF
&#128514;RT @1BaD_dOc: I hate when people get on my bad side cause I honestly don't like to act like a bitch,HOF
"I be jamming Skid Row,Kix,Cinderella,Damn Yankees,Bon Jovi,Def Leppard,Whitesnake,Extreme,Vinnie Vincent Invasion,Ratt,Scorpions etc",NOT
@SilverbirdUSA and retarded. Love is always retarded. #sentimental,HOF
"Yall don't want a nigga unless other bitches want him.. 

But when you get him you get mad cuz those same bitches still want him.
&#128533;?",HOF
"""It's never too late to tag a bitch.""- @CyFyre",HOF
she was telling me about this kid who's soles of his shoes are falling off. I am going to get him some shoes. hope his parents don't get mad,NOT
hell would freeze over before I ever let any bitch kick me in the fuckin face,HOF
RT @GhettoViine: Dumb bitch https://t.co/JdSvCGQFQn,HOF
ain't Kj &amp; Mello's... RT @MidCityAce: Who's daddy a fuck nicca?,HOF
RT @lachlan: So who wants to tell the Washington Post that Charlie Crist is a Democrat? http://t.co/LGzzYusEKZ http://t.co/2jCVv7qxqf,NOT
"RT @iDntWearCondoms: &#128514;&#128514;&#128514;&#128514; RT @MoJizel: wow, she let quite a few niggas beat. equal opportunity pussy",HOF
RT @Woody_AFC: @_WhitePonyJr_ @ivanrabago_ no doubt about it. I mean its cute tossing around trash cans and having 98lb Mexican boys wantin&#8230;,NOT
"RT @goddesslaney: @lajouetreine if you give that statement any thought at all you will realize it makes no sense. At all. Please, think abo&#8230;",NOT
@fredabrahams @Brown_Moses I saw the actual tweet while scanning Jihadi accounts. They put a screen shot of it with: all aid workers r spies,NOT
RT @lilduval: It's some good side bitches out here don't let nobody tell u different,HOF
"@antiamnesty @AppSame @WhiteHouse 
I agree 100%. No naturalized citizenship, no anchor baby amnesty. All go to parents country of origin.",NOT
"RT @daggerbyte: Call me old fashioned, but I'm sewn together with magic and birds.",NOT
"RT @murrman5: you up, Charlie Brown?",NOT
RT @MANIAC3X: @NotoriousBM95 @Woody_AFC @_WhitePonyJr_ @santi_4l @Bamoose12 start crying and stalking him faggot. I want to laff,HOF
Charlie xcx is bae,NOT
I want a cowboy killer,NOT
@JustKarahn negro please,HOF
California is home to skater trash.,HOF
@mrfoolycooly i dont think he did the celestial dragon killed him,NOT
"""@KeyshawnSwag: Lmfao this cat started beating the shit out of me"" my nigga finally got some pussy?!? MY NIGGA!!!",HOF
&#8220;@Stfu_NobodyCare: I hate how some of you bitches come to school musty . Like how tf you walk out your house stank ? Your mama ain't shit&#8221;&#128514;&#128514;,HOF
You got niggas and I got bitches,HOF
"I got my mind on my money, all I needs a bad bitch so I can ride round the city and spend this cash with",HOF
"""I'll slit your throat-neck"" http://t.co/ChFFSDeDdd",NOT
RT @WFANTrades: Don't know how you Yankees fans listen to Kay every night. Absolutely brutal. Just nonsensical blah blah blah blah. Radio n&#8230;,NOT
RT @DonnieWahlberg: On set of #BlueBloods. Hoping there are no birds perched above me... http://t.co/oDhq52QiLe,NOT
RT @FoodPornPhotos: Oreo Cheesecake Bites. http://t.co/ybOQrrTJyt,NOT
These niggas pure pussy I see it in they faces,HOF
@MurdaaaMike @yfly23 wow I can put slit trophies against u in those,NOT
@adnanESPN Houston was top five in AHL attendance while Aeros were here. The transplanted snow bird would love a team.,NOT
When this test is over today I'm making a pan of brownies. I'm going to lay in bed all day &amp; eat them until my heart is content. &#128524;,NOT
I had to unfollow some crazy asian bitch earlier lol I don't play,HOF
My boy @RyanBowersOB got the hoes now!,HOF
Just cleaned my fingernails with a knife. #hillbilly @shanemoses625,NOT
"""@RiahSM: #hoesaintloyal"" well they're hoes,no one expects them to be loyal",HOF
"I fucked your little sister last night
The pussy was right 
The pussy was tight",HOF
What manner of black folk take their kids riding in the ghetto to point out misplaced youth and victimized &amp; cursed brethren and say:,NOT
RT @TommyShiner: Never snapchat will bishop. He is a screenshotting son of a bitch,HOF
bitch thats yo nigga &#128064; ....well you aint his bitch &#128514;&#128514;&#9996;&#65039;&#9996;&#65039;&#9996;&#65039;,HOF
Lmao RT @iPOSTBADTWEETS: Lowkey Peyton Manning trash,NOT
RT @PhuckedFame: Thick red bones in style or nah? &#127817; http://t.co/Cfhis3L8bT,NOT
Stupid bitch &#128545;,HOF
@Meeeesh1395 @Ajbernal17 bitch im always out,HOF
"Yeah right, yeah right, this guys a faggot.",HOF
"@dish 
Was just wondering if yo espect to add mo colored tv stations befo I renew dis",NOT
"RT @ArcticFox2016: 150 Christians MASSACRED By Jihadi Muslims While They Slept! Including Pastor, His Wife &amp; Kids http://t.co/VnR60MjFo6",NOT
"RT @BiertempfelTrib: One more from @JimBowdenESPNxm: ""Yankees wouldn't be letting Polanco sit in minor leagues, because they're all about w&#8230;",NOT
Sorry all my fellow negros,NOT
Supporters of officer Darren Wilson rally in St Louis http://t.co/HtfgJJ7kYt #ferguson #kkk #tcot #tpot #teabaggers #teaparty,NOT
#IU 8 straight nation #college soccer champions! Wow! #hoosiernation #hoosiers &#9917;&#127942;,NOT
RT @NFLTalkRT: RT if your team is trash,NOT
"RT @Oreo: @Honda Wow, and we thought we were the only ones with a luxurious interior #OreoLove #StufOfLegend",NOT
Lmfaooo&#8220;@AdrienBroner: Two bad bitches giving me head at the same dam time...... #oldPICS LOL http://t.co/Y4dXfH8nLv&#8221;,HOF
.@agie_sweet36 @VedanteBreh12 @TravelNevada Try visiting @thewashoeclub at night for a real spook!,NOT
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Masturbation | A very hot black tranny is mastu http://t.co/OfGGMLXQAj",HOF
RT @Joan_Rivers: Charlie Sheen will star in a new sitcom as an anger management therapist. So what's next? Casey Anthony as the owner of ...,NOT
RT @6THGRADER: Lol new kid at school... thinks he can take me at tetherball. Bout to show him why I get all the playground pussy. #baller #&#8230;,HOF
"@Brelston I realized it's the one on Link's Awakening too, so you killed two birds with one stone. Unless you're getting the Wind Fish too.",NOT
One of @Mark_Schlabach best looks too. RT @McMurphyESPN: Charlie Weis couple months ago hanging w/Nelly http://t.co/yWvVg51z6w,NOT
"RT @LickMeGently: Big booty = sour face ,no hair ,or she a hoe.",HOF
I absolutely love my Shanti regardless what we go through that's my bitch,HOF
"&#8220;@HighClassCapri: Ima show my ass tonight, I can feel it &#128586;&#8221;omgggg I was thinking the same shit bitch&#128553;&#128553;",HOF
"Get some H&#228;agen-Dazs ice cream bars, a whole lot, make sure chocolate, gotta have chocolate, man. Some popcorn, red popcorn, graham crackers",NOT
"@CokaMoschiach_ his defense is trash, and he's been rocked by Jesus Soto Karass, and Diego Chaves.",NOT
Review: The Yanks are Coming! A Military History of the United States in World War I http://t.co/Hv4k1yZACH via @BreitbartNews,NOT
"RT @Toxicityy1: Gwen Stefani's new single is trash. her, hilary duff, britney and fergie have to give it up and go raise your kids and judg&#8230;",NOT
@SBPart01 @melodybrooke11 fuzzy dice might be the nicest thing you could put in your car lol &#127922;&#127922;,NOT
