text,task_1
@_turtle_gang lets fuck hawt bitches at Foam and Glow?&#128527;,HOF
"Seriously, reading 'thriller' like books spook me more than most horror movies. 
#bookgeek",NOT
I shot a stripper because hoes keep stealing my tacos. http://t.co/tq1iEs1JLg,HOF
That bitch.,HOF
"@tkdfighter 
He gotta be colored",HOF
"RT @MichalaSmith4: @zzachbarness @TrippinC &#9995; he has a date, hoe.",HOF
@_RenaissanceJay don't send me those boxes we droided up on da mile my nigga. Got da dro droid na drum fo a pussy boy yeer me?,HOF
@JustDoIt_Rob big titty bitch lmao fuck it good party,HOF
"Hey! I'm gonna get some sort of bird tattooed on my body, accompanied with an anchor/rope situation. No one's doing that right now, right?",NOT
Lol look @LoveRHateMe_ is Mike Brown's twitter. Look at the trash he wrote about lmao. Gentle Giant my ass #Ferguson,HOF
RT @gojackets973: @WesDurham its the start of another yellow jacket season tonight!!! How about a RT for ALL the Jacket Fans!!! #GTVT1 ...,NOT
""" cant you see these hoes wont change """,HOF
Let the jig commence http://t.co/pqvJiEvqZa,NOT
I'm sick and TIRED of #faggot #cages trying to see how long before #Moses kills a #Royal.................. #WorldSeries #barrybonds #jokes,HOF
RT @HBCUfessions: Sigmas love to eat pussy at their juice party's... - FAMU,HOF
Dumb ass bitch i swear,HOF
RT @JaredLambert21: Brandon's a dumb fat chunky whore,HOF
"@RealSkipBayless @KingJames is a little bitch , that's why",HOF
@MANIAC3X @elchavaloko he seems like a weak faggot so probably yea,HOF
"RT @Xianilee: All three of these hoes getting cute for fucking school, taking for ever and waking me the fuck up ! This why I can't stand h&#8230;",HOF
I need a bitch,HOF
",@KiroGx me gusta ""typing like a retard to make the other person look dumber by pretending to agree with them"" bazinga",HOF
What makes you lose your temper? &#8212; dumb ass bitches who talk shit but won't walk a mil in you own shoes http://t.co/1V4dpwHeUl,HOF
@Corey_D_23 damn bro.. ps4 trash lol,HOF
@mallenokc @royceyoung extra yellow.,NOT
RT @ImChiefy: I'll send dick pics to your bitch quick .,HOF
RT @Jenna_Garcia13: &#8220;@OfficialVondell: #MyGirlfriendNotAllowedTo have milkshakes.. let that hoe bring one boy to the yard.. and watch what &#8230;,HOF
bitch niggas owe me money,HOF
"RT @amaurer13: Just saw someone riding a bike while wearing camo, the bitch is asking to get hit!",HOF
RT @PresidentRJRock: Fuck you bitch I'm actin brand new &#128526;,HOF
&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733;/ http://t.co/ydZYr4dVS4,NOT
time to start an Army of hoes,HOF
@FredBrooklyn @DoubleGunsChip That is great. Dumb crybaby pussy.,HOF
There is nothing wrong with Ariana Grande..... Just cause she don't look like hoe.... Y'all gotta a problem...,HOF
"Blonde bitch wit her blue eyes, like butter when she spread",HOF
RT @SheScreams_Mami: These hoes ain't loyal&#128581;&#128175;&#128076;,HOF
RT @MensHumor: Cheating on a good woman is like eating out of the trash instead going out for steak. #truth,NOT
"""How you doing, crazy bitch?"" is hilarious!",HOF
RT @iBChrisMoses: that bitch Lebron counted to like 6 he ain&#8217;t eem give Miami 6 yrs &#128514;&#128514;&#128514;,HOF
@Oz_lito bitch been on there for ah mintue cdfuuuu,HOF
"No. Its wrong to try to change #faggots&gt; There is no ""therapy"" so #tcot should understand and sympathize like they are #retards&gt;",HOF
"@NY_NastyBaby you a lil bitch man,keep my name out to mouth. That's all ima say. #shhh",HOF
Fuck around and get your honeybun took in that bitch with all that crying nigga!!,HOF
This hoe loud...,HOF
"RT @Tiny2YouHoes: but naawww though, y'all hoes is fu don't fucking play w/me.",HOF
"I learned that every bad bitch comes wit mood swings just like mortal kombat, Liu Kang, so true mane",HOF
RT @LoveAmari_x: I would never be with someone that's afraid to tell niggas and bitches we're together. I look like a secret? Fuck outta h&#8230;,HOF
"RT @GuruJeremy: That's how niggas get cheated on. She lie in ur face bc she in denial about her hoe actions. But she tell her homegirls ""it&#8230;",HOF
they're not playing Charlie Strong's soft don't run up the score mentality. They're playing this guy. http://t.co/sqEdBgU34k,NOT
really bitch,HOF
RT @FuccSeth: @Huntermoore bitch doing a keg stand at this party http://t.co/mUKk3bOTtU,HOF
"#TweetLikeYourBestfriend ""I made out with 3 bitches!"" @lilkrebs",HOF
i'ont neva chase hoes they move to slow i let em chase me,HOF
@raider_level them hoes ain't thick at all u clowning,HOF
RT @Kontra402: Lmao damn this bitch so trash RT @JazmineJanay_: Lmao http://t.co/pfSnLm07IL,HOF
"&#8220;@pskinny31: That hoe gone jam watch&#8221; if you ain't throwing ass bitch ""fuck out the party &#9996;&#65039;""",HOF
Ms St aint no hoe. They fuckin Auburn up,HOF
Made it to the World Series. Ned Yost out here fucking everybody bitch on the low.,HOF
@meaghanyockey @DoltYourselfs @annacoman Thanks for saying hi today bitch!!,HOF
Imma get home around 0300 problem is it's a coon leaving the bar that drank 7 shots of crown royal think he still can drive,HOF
"RT @MeechIsDEAD: I Cant Wait Till U &amp; Ya Boyfriend Break Up, That nigga act Like he own the pussy",HOF
"too many bitches, not enough adults.",HOF
You have my word we will RT @JRwrz: @Thotcho beat those fucking faggots pls,HOF
RT @Sir_Strange: Her pussy loves it when I speak in tongues.,HOF
"@DizzyBala man both them get around a lot, bunch of hoes.",HOF
"Who is that pink hat guy, Cody? Caleb? Either way he is a over emotional bitch. #BB16",HOF
&#128557;&#128557; RT @KingHov1313: Niggaz get free pussy off of bounce beats alone!&#128584;&#128557;&#128557;&#128557;&#128557;,HOF
Man I can't stop looking at this hoe twerking on my Facebook,HOF
Lmaoo tony spanked it maaad times to that bitch voice,HOF
"Hoi, fai moke hau!!!!",NOT
U wanted to go in the military but yo bitch ass couldn't handle nobody shooting at u so shut yo mf mouth and #salute those who did,HOF
Life would be so much doper if you could order pussy like you do pizza,HOF
@zach_smith98 @kieffer_jason @NathannDevlin bitch fight me so I can make you shut up am going to back my shit up,HOF
"Note the rocketeer removes cardboard from launcher and carries it to a trash bin before fleeing.
#TidyTerrorist

http://t.co/sb3U1XpeG4",NOT
"&#8220;@lovelyatotheb: @1Bcarter would love the Parkside sport girls, dressed like Kobe all day everyday!&#8221; Let me see 1 of them hoes",HOF
@NipseyHussle nip Im tryna buy a copy of #Crenshaw!! But your http://t.co/DBLbyvX0pL website is down.. Let me know something!,NOT
"@KingHov1313 i got a dyke wit a child as whse mgr, and she jus hired another girlboy dis week....",HOF
"I been to mushroom mountain
Once or twice but who's countin'
But nothin compares
To these blue &amp; yellow purple pills&#128156; http://t.co/fMjlVMEqDO",NOT
@IMTHATGUY_DHuck Happy Birthday pussy. Have a good one,HOF
so y we ordering lunch at work to be delivered n it's like 10 ppl goin n n I'm the only one wit a card n this ho gonna say..,HOF
I'm hooked on monkey phonics.,NOT
@TooEffinCool lol I feel like a punk bitch sittin in here with all the lights on! &#128514;,HOF
RT @Kevin_McAdams: @WhaleLookyHere tbh I didn't even mean to mock him but #itstoofuckingeasy,HOF
Guys say bros before hoes. I say food before dudes.,HOF
@xJaai they act like they earned the subs curse has haha bitch you wasn't in #Disfigure,HOF
@ZitlalyL You will and he's gonna get all dem bitches &#128513;,HOF
"""@WBeezy_: ""@QuaTheGreat: Aww their avis look so cute together &#128145; http://t.co/9lPorCb8w0"" &#128128;&#128128;&#128128;"" do I gotta get Ike avi on this bitch ?",HOF
RT @OGTREEZ: When bae fights your side hoe &amp; wins http://t.co/tbdidTYOtt,HOF
"@BroadwayMensa hoes not women, like to be the center of attention",HOF
@justinclark_5 oh I forgot you retarded lol lemme break it down for you where the BG hoes at lmao,HOF
@mabathoana garbage rappers can't learn. it's like teaching Advanced Algebra to a retard.,HOF
RT @Mz_Eccentricity: We all need to be aware....that's there is ALOT more going on in this world than ya'll flagrant asses care to know abo&#8230;,HOF
"pussy,money,weed all a nigga need",HOF
@DriveMy_Lexis yasssss bitch yasssss &#128525;,HOF
"Quisiera amarte no puedo no, mi mama me dijo dont love them hoes",HOF
Backdoor is open: them hoes will let you fuck em in the ass. Usually an extra charge plus the rate you agreed upon.,HOF
Sesh with my n-words say it like a white kid yes my Kush is betta than yours u are a whore so please kill yo self fool bitch ass,HOF
"If I wore a tutu, no bitch would want me &#128514;&#128514; that's what our dog is gonna be telling himself everyday &#128529;",HOF
RT @TaeCocky: I have 0 hoes,HOF
Ol bitch ass look like she got a bobble head. @lilshwenda,HOF
Dis hoe wasnt dis violent on Lottery Ticket &#128514;&#128514;,HOF
What kind of person am I : the one that wears a beanie and does drugs and likes to fuck with bitches,HOF
&#8220;@royalriahh: Fake bitches I don't want your hugs&#8221;,HOF
Cousins looking for bitches I hope RT @TheOnlyReed: THE FUCK IS THIS? http://t.co/jLrApkDlYs,HOF
"@pharary04 stop being a bitch and speaking on my name little girl , thank you.",HOF
Money pussy &amp; freedom!&#128079;&#128588;&#128175;,HOF
Got ketchup on my swim trunks... Sum bitch,HOF
where my scene hoes at?,HOF
@MrMason251 Grade A pussy.,HOF
2012-2013 seniors were chill as fuck. this years seniors are basic ass bitches,HOF
@Christian_ESEM you don't know what your talking about retarded faggot,HOF
A nicca ain't do shit all day,HOF
"RT @TycoTatts: *hits blunt*

""bruh if she tells me to go text my other hoes, but she's one of my hoes, do I keep texting her ? http://t.co/&#8230;",HOF
RT @TerryWigley_: Go fish bitch http://t.co/8xytlSF0Vt,HOF
"I got a gang of old ass drafts, all trash",HOF
RT @laurenramirez16: @SatsuiYesHadou bitch nigga &#128520;,HOF
I ain't fenna be locked up 23 hours a day beating my dick for a guilty MF who out here fucking free world pussy.,HOF
Ewww bitch #canunot #fuckoff,HOF
Only hoes get 3K followers on instagram,HOF
I don't pity or hate #faggots. Sexual mutations are necessary side effect of #evolution. BUT PROLIFERATION at 4% is a sign #humans fucked UP,HOF
RT @AshtonMartin97: @WhitfordZach29 that's 5 years away from legal drinking age and 14 year old pussy ?? ahaha eat ice cream not pussy bud,HOF
RT @Basedomg: im fukin yo bitch u mad as shit,HOF
@AnimeKing420 fight me 1 on 1 ur choice of game faggot see what happens,HOF
"@OG_Dakota lemme just throw a 302 in it, how's the tranny??",NOT
You little stupid ass bitch I ain't fuckin witchu.,HOF
"Bitches be wearing extensions, fake eye lashes and make up talkin bout they bad bitches. No bitch you are not bad you're a created player",HOF
"Cruising in my go kart at walmart selling cupcakes, go ahead admit faggot, this shit is tighter than butt rape~",HOF
These bitches funny like mike epps,HOF
RT @_twelvestarr: Niggas be catching attitudes and expect a bitch to beg plenty of sorry's to figure out what's his problem. NO,HOF
Citi field bitches http://t.co/gHxXmb3M,HOF
RT @_katrinasalazar: this what most of yall hoes need to admit . https://t.co/SXz6y0HRR0,HOF
RT @huner5150: All these hoes always talkin shit about there guy. Look bitch if your gonna talk shit to me I'll be happy to smack you in yo&#8230;,HOF
"@Insanity_Lady I argue that Cersei is neither evil nor a bitch. She's greedy, desperate to protect her children and to be valued in a world",HOF
RT @DeePaPi1800: That outside dick keep dem hoes sick...,HOF
RT @LifeAsKing: New Orleans is still trash,NOT
"Cuz you a hoe RT @crystalFbadd fair exchange &#8220;@ItsElmosWorld: yall have sex with a dude then he buy you a bag or pay your rent, whats that?&#8221;",HOF
""" broke bitch cant tell me nothing """,HOF
Look bitch .. Go and suck a dick I'm a real street nicca I ain't wit Dat sucka shit!!,HOF
Lmfaoooooo RT @TooDopeForLife: LMFAOOOOOOOPOOOOOO RT @DJKayyOhh: &#8220;here come yo bitch ass auntie&#8221; http://t.co/e5KlLhp0CV,HOF
"when you're stupid, you don't know it. life is so easy. have you ever seen a depressed retard? i envy that.",HOF
@__kiante im askin you negro lol,HOF
"RT @itsSamCollins: I hate seeing people with money spend it on stupid shit, you don't need 11 TVs &amp; a shark tank you twat",HOF
And bitch I ain't bout to debate with Ya funky ass either.,HOF
&#8220;@popitfor_tyrick: Bitch said I lie too much bitch you ain't worth telling the truth too&#8221;&#8252;&#65039;&#8252;&#65039;&#8252;&#65039;,HOF
RT @LiamGeraldShone: @vernon1488 @AranNicolWHUFC @DSaend get fucked you racist inbred hillbilly fuck,HOF
RT @GuyCodes: Flirting with bitches on Twitter like http://t.co/UBFtGH262O,HOF
"@_Andrizzy_ aw drake is, do you sit in the corner and cry when you listen to him? lmfao, pussy dick rider, how drakes cock taste faggot.",HOF
"today my friend taught me so hood slang &#128514; she said fuck nigga, nigga bitch, fuck boy, nigga bruh &#128557;&#128553;",HOF
@WendyGAv says the pedophile promoting dolt. LMAO #teabagger,HOF
@Doop_3 lol shid who got one? Boy my ass lonely as a bitch. You cuffed up ain't ya,HOF
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Beach | Caught a girl rubbing her pussy in nude beach http://t.co/h8lGiTFYie",HOF
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Desi | Spicy Oriental Paki Brunette sucks an un http://t.co/OrP642PomF",HOF
"Tracy Morgans car wreck and the press was covered by Zappa in the 60's...""Some joker with a brownie and ye'll see it all complete""",NOT
&#8220;@S_hawn24: Y'all females love y'all a bum nigga or a jail bird..&#8221;!!!!,HOF
Lmfao this is some straight up retarded shit up in here,HOF
"RT @Yankees: #Yankees win, 6-5, on a #walkoff single by Derek Jeter!!!!!! #FarewellCaptain",NOT
Niggas deserve better bitches,HOF
ima groovy type nigguh,HOF
Some of these hoes deserve a kick in their vagina.. Lucky i aint tryna loose my shoe!,HOF
RT @trvpunzill: $ &gt; these bitches,HOF
@Mimistheone You really seem to love Sandusky. Weirdo. Ur a creepy ass cracker!,HOF
RT @iAm_Sashaa: get with the winning team hoe &#128523;,HOF
"In a movie, everybody ain't the star... Need Co stars and extras... &#171;@ChanteGooden I hate hoes that take pride in being the other chick&#187;",HOF
@Ants_SNEweather Well you got to see pom-pom Pete,NOT
"@NG5_ Thirsty Giants are always like ""ho, ho, ho""",NOT
"RT @SuiradKilam: No respect for a bitch 
She gonna top me regardless @SD_GBE300",HOF
Dudes a faggot Pahahaha,HOF
@swag_arella and getting pedicures bitching bout their ex and going tanning is something a bitch does,HOF
@__Dutch my birthday hath already passed with little to no fanfare. So. Enjoy your day and be blessed bitch.,HOF
"You can only say the word negro if it's attached to the word league. Then we're totally cool, guys.",NOT
@bigshaadswerver yea TJ in this hoe dunking everything TK hitting shots and Juelz handling the bitch,HOF
I swear ta god nigga all deses hoes want is a YRN ....,HOF
never would I put bacon grease on my face and let a werewolf eat my face to save a bitch. nope nope nope!!,HOF
Dropped all my hoes hold on let me pick these bitches back up a nigga was sneaking and geekin &#128514;&#128514;,HOF
&#8220;@bwanaaa_16: I like down bitches&#8221;,HOF
Im ready for today &#127936;&#128308;&#9898;#iu #iubb #hoosiers #hoosierstate #ncaa #big10 #michigan #gameday #btown&#8230; http://t.co/6g7JNMoW,NOT
"RT @FavaloroGfavs: @wenh08 bitch, ya betta! Haha I care for too love!",HOF
#tbt me being a bad bitch http://t.co/Jc4bKbe8Vt,HOF
@Stonisnipezz this is a joke right? You're on here like ugh I wish I was a jap and tweeting in gook and shit and jerkin to hentai.,HOF
"Some ""don't cross me"" bitches",HOF
RT @AMGLLCCEO: Social network got bitches heads like &#128553; http://t.co/BHMUO4x4VU,HOF
@Cotton_Candy9 hell Idk who did but that pussy better be golden,HOF
@MarkB_LifeStyle @SportsCenter @Athletics Cant the Yankees make some last weeks moves??,NOT
"RT @mitchsunderland: Ezra Miller, an openly queer male, is playing the Flash, making him the first openly queer male to play a lead superhe&#8230;",HOF
These hoes be boof smh,HOF
Soap. I wish some pussy tho RT @ImJustCeej: What does your beard smell like?,HOF
@Neeksbethatguy I'm signing up and it's ghetto as fuck lmaoo,HOF
IG be the bid bitches an these dumb ass faces lol,HOF
This bitch ask me why I dont hit her up.and that I dont talk to her....bitch want me to hit her up so she can ignore or respond hours later,HOF
RT @juliebenz: I drink unicorn tears... RT @thecarnage07: @juliebenz And they say blondes don't age well :) You look like you're 20 :) ho&#8230;,NOT
Niccas been deerin me err weekend but I bet I hit dat A dolo dis weekend if niccas playin &#9996;&#65039;,HOF
&#8220;@FreeBlizz_ICBC: If I posted pics of everything I do in my life yall hoes would fall in love !&#8221;don't kill em Channing,HOF
"RT @elchavaloko: I still laugh at maniac being scared of needles,i bet he was crying like a bitch when he got his gay ass tat",HOF
"RT @trapwithRonnie: These Thots keep saying all niggas want is pussy&#128049;&#128530;....Well bitch wtf else does your broke, non cooking, ass have to off&#8230;",HOF
RT @yungxprnce: Approach yo bitch like: http://t.co/UHMIME9psw,HOF
Jihadis identify a man from #Indonesia as the one who carried a massive suicide bombing on Speicher camp #Iraq http://t.co/h1hjHYnbY2,NOT
' You messin with broke niggahs you gon be broke niggah &#1043323;&#1043323;&#1043323;&#1043323;&#10071;&#65039;,HOF
"@Brelston I realized it's the one on Link's Awakening too, so you killed two birds with one stone. Unless you're getting the Wind Fish too.",NOT
"RT @Mymangot2JOBS_: When a bitch comment on my nigga pic like ""u so fine&#128571;&#128571;"" I @ em thirst buckets back and be like ""thanks&#128573;""",HOF
@iDO_me2 @coldhearted9_ basically any foams over a 8 ugly... All dem bitches look big long an floppy (nh),HOF
Having sex with a guy wont keep him around for you dumb hoes who think that. Theres plenty pussy. Just gotta have a guy who wont give in,HOF
RT @wizkhalifa: Respect the man with vision and a gang of bitches to follow it.,HOF
"@JasonMoriarty13 I remember his nephew Lucas crying and dan saying ""quit being such a pussy and grow a pair"" or something. &#128514;&#128557; dans so funny.",HOF
"RT @FriendlyAssh0le: First I charge my phone, then I text your bitch",HOF
Outside with dah fuckin yardie eh,HOF
"Niggas cant stand me cuz they bitches be feelin a nigga . Get mad at yo so called ""girl""",HOF
@sorryimalex wake up you little bitch and follow me,HOF
"""@iAMPickUpLines: You can call me Fireman cause I turn the hoes on.""",HOF
"RT @carterazoo: My nephew on Adam Rose: ""I bet he ain't got no hoes though.""",HOF
Baby I can make that pussy rain... Often,HOF
so it turns out Hope Solo is one crazy bitch http://t.co/wlqnFDSX0a,HOF
I have one more day of fucking school. God nansemond is fucking retarded,HOF
@MacMiller lucky as bitch ft. Juicy J,HOF
RT @shanequabullock: Meet me and my bitches @ #MansionElan,HOF
I live for two-bite brownies,NOT
why the fuck did twitter move the new tweet box to above the feed lol it looks fucking retarded,HOF
Shyt b pissing me off RT @Tristine214: @Thowd214 ugh I cannot stand bitches like that smh,HOF
Early bird gets the worm right? Hopefully I get a job soon after today! http://t.co/lvgfVBqkdz,NOT
Lol I never understood retards who use the atm and pay a $2 fee to get $20 and put it in gas so the don't pay the credit price -_-,HOF
Annie.. You crazy hoe &#128514;&#128514;&#128514;,HOF
"@shanniganssss14 @emagsy21 I save my best material for WMHS games, ya know.. Jus rain down hell upon any bitches that get in your way today",HOF
RT @LUNAraps: smh u got Ebola now RT&#8220;@BryanRoxAll: I stick my foot out to feel some freshness and this bitch ass mosquito has the nerve to &#8230;,HOF
@vivaalakatyy @J_Fritzy @Lompartayy at least I have a boyfriend dumb bitch &#128514;,HOF
RT @pppssshhh_: I be hatin when hoes be comin to me like I'm finna save them #aintnobread bitch u better get out here and get it,HOF
In yo bitch dm like.. http://t.co/OuJU8LaXr1,HOF
Tweakin hoe,HOF
&#8220;@lilduval: Is it me or does Kim kardashian ain't looking as good no more&#8221;still look better then these so called bad bitches,HOF
""" if you're toes ain't done you pussy stinks """,HOF
RT @KvTrK24: Ross pulling hoes @DreWill52 @Awight54 @Da_KodaBear http://t.co/YefRlbvDvb,HOF
Let's not forget kim don't fight I kill hoes &#128514;,HOF
&#8220;@2hood2bgud: @uce_INA &#128064;&#128066; a bitch is all ears...&#8221; My mama told me not to talk to bitches so...&#128564;&#128514;jk,HOF
Come for the brothas and other MOC about culture differences like... bitch plz,HOF
I hate when my best friend gets a new bitch and barely chills with me,HOF
@_elennamichelle only when ur around me &#128523; gotta keep dat scent to keep filthy niggers away,HOF
RT @Anastacia_Cole: I like being Asian and all but it's a struggle having squinty eyes in every picture,NOT
Idk maybe it's just me being bitter but giving bitches money and just being a genuine nigga ain't got me nowhere so fuck that. Struggle hoe.,HOF
RT @marthayabish_: that's the type of bitch that I hate,HOF
"RT @GirlTalk26: ""Real men ask for nudes""
Correction. Pussy ass bitches ask for nudes. Real men are out there working for women &amp; actually h&#8230;",HOF
@Woody_AFC @MrGAM3R49 @MANIAC3X fuck outta here faggot that wouldn't even be a fair,HOF
"Butler Unchained Review http://t.co/HXyYUjmOrm Short version, whitey sucks and a potentially positive film is simply anti-white agitprop.",HOF
Put your tits back in your shit bitch,HOF
I've got everybody Skurting these hoes &#128514;&#128514;&#128514;&#128514;&#9995;,HOF
"Stomach is hurting, I'm starving for some early morning pussy. &#128527;&#128527;",HOF
"@drew4130 @mailgal2000
Y'all hire colored folk? Only work half da day and throw da mail in da sewer if we ain't done",HOF
RT @Deezy_2Times: Aint got time for no mufuckin fake friends smoke weed fuck hoes nigga drank gin,HOF
@ZitlalyL &#128529;&#128529;&#128529;&#128529;&#128529;&#128529;&#128529;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128548;&#128548;&#128548;&#128548;&#128548; How is he supposed to attract bitches in a tutu though? &#128530;,HOF
&#8220;@dirtyxluxury: @_Vontethekidd whens homecoming ho?&#8221;&#128553;&#128514; slut the 17th,HOF
RT @antoinetteA: Coming up at 5:15a: Charlie Baker's campaign admits he may have been wrong about the emotional fisherman story from this w&#8230;,NOT
RT @HennyHeathen: The fuuuck happened to her ? RT. @MrLondon_: Ain't nothin worse than a bad bitch that lost it &#128532; http://t.co/aWJDYD8UzK,HOF
@_Angeel14 thirsty ass hoe go to sleep &#128514;&#128514;,HOF
"I wish faggots like @tyga would stop making music, rack city was fucking awful. Get the fuck outta michigan.",HOF
Poppy give me discounts bitch i get it for the lowww!!!....naw fareal tho,HOF
&#128532;RT @FunnyJulius: #ACTRIST RT @sheEBONYblack: &#8220;@HotKommodity05: &#128553;&#128553;&#128553;&#128553; &#8220;@A2daO: U bitches tripping smh http://t.co/Ywz59nbnR7,HOF
@Smilesbakedthis Are the guns for being a bad bitch ? &#128516;,HOF
RT @Liveitupjersey: @1SleepingGiant @ccass357 The only thing that cunt talked about was me crying about the traffic jam. Knows nothing abou&#8230;,HOF
RT @robdelaney: Girl I wanna rip my dick off and throw it at your pussy.,HOF
"@GinaMarieZ all I did was bitch about Jessie, still love you anyway",HOF
Damn that bitch dumb,HOF
@GuTsSidious get into Devil first bitch! Roasted.,HOF
RT @iAintGottaRap: Ead RT @Fat_Rell: Especially after Rita died.. RT @Kayla_Applebum: Dexter was just as trash as Breaking Bad.,HOF
Niggas needa stop wearing MK that's for bitches lol,HOF
Im trying to come back as a fine ass bitch next lifetime....,HOF
@KEIRRANicolee I didn't know you was following me hoe &#128514;,HOF
A teen was running around Target in monkey pjs screaming OO OO AH AH &amp; the fitting room girls were cackling. Was today designed to annoy me?,NOT
Josh you're a hoe &#128514;&#128514;&#128514;&#128557;&#128557;&#128557;,HOF
RT @BeenBasedB: &#8220;@_KudaBrazyy: Shawn Micheals &amp; Razor Ramon both had bitches&#8221; Noone had more than Godfather though,HOF
You estupid bitch I don't like you &#128074; how hard is it to understand,HOF
I've eaten six packs of hello kitty fruit snacks today because I can bitch I'm an adult.,HOF
This white bitch dressed as the devil at my job. Oh the irony lol,HOF
"RT @arlingtondems: Hey Arlington Democrats! For you early birds, join us @BusboysAndPoets tomorrow. It's the Second Saturday of April. http&#8230;",NOT
@panchoftf I'm trying to catch diabetes so I'm fuckin a white bitch,HOF
"Me and my nig @yungNAUGHTI be running shit in Miami on the court, we only lost one game in 3 days",HOF
"@pcrossvol there's always one...they never realize they are the worst- the unsolicited unaffiliated trash talker""",NOT
RT @nebuladallas: i still live with hope that one day a hot rich boy will fall in love with me even though im trash,NOT
"A knock on the door. ""Who could it be at this hour?!"" I shuffle down the hall. ""Who is it?"" I ask. It's a bad bitch and a burrito. The end.",HOF
RT @ShellyGrimage: It ain't nothing to cut that bitch off.,HOF
Lmfao hoe,HOF
WATCH-Obama&#8217;s Newly Released Gitmo Jihadi Has Links To Terrorists In Syria http://t.co/GufKoy44tk http://t.co/3n7M4PfNMx,NOT
RT @craigslistlove: some women just weren't blessed with a cotton candy pussy,HOF
@A_Brown_30 and I just cleaned the entire fucking weight room. Looked like a tornado went through this bitch.C'mon franklin @Franklin_Probs,HOF
@Scottyplagues @dancingxburrito @ReganLeahhh come to the Davis show and celebrate with me you retard,HOF
RT @radiomaru: nerds are cool because they get really judge-y about other nerds being passionate about things they aren't passionate abo ...,NOT
Money over bitches even though I love ladies,HOF
RT @TrueNovacane: Only pussy niggas wouldn't fuck with a chick if she has stretch marks..,HOF
"Cancer is a hoe y'all pray for the people who have it. http://t.co/4XgEQMrZq5""",HOF
RT @ohmyjizzitsliv_: You're the biggest cunt I know,HOF
@cdnrod And they bitch cause police showed in force.They were the only thing preventing them from getting turned in2 road kill #I70Shutdown,HOF
Young Gem &amp; Don Chief been killing it in the yo...going in on that real music..no bubble gum trash in the booth... http://t.co/lkjNb7uZmt,HOF
"Never leave your trust in a bitch,",HOF
@thundercurlz yo ugly ass 4 eyes havin ass bitch,HOF
RT @BootyGangCult: Some of you bitches aren&#8217;t built to wear certain shit. http://t.co/IjTJvYY2VY,HOF
That ass got a niggah hypnotized,HOF
"' You tall tree ass females be 6'0 TALKIN bout "" Catching Feelings "" , bitch you need to catch this touchdown... http://t.co/lMgkDuxzY7",HOF
RT @kendramarie91: &#8220;@vngelinaa_: Tornado sirens.... Atleast I'll be dying with you guys @Xo_t33 @a_krizanovic @kendramarie91 &#128557;&#8221; and this ho&#8230;,NOT
@brianholmes2700 pussy,HOF
I already know you trash if being tatted is on the list of things you want in a nigga..,HOF
@Lvl_7_Eevee fake niggah! They fake!,HOF
#Iraq gov troops were handed a severe defeat by #ISIS at Saqlawiya -- there's chatter of over 300 soldiers lost &amp; Jihadis raving about it,NOT
I definitely cant FW a nigga that associates himself wit bitches I DONT fw &#128514;&#128557; tf you fuccing Goofball &#9986;&#65039;&#9986;&#65039;,HOF
"@YaGirlFlutter haha i was about to say... Damn i just called you a bad bitch, i mean mean bitch lmfao",HOF
Some of these hoes are loyal,HOF
@KatieFraaancis bitch nigga,HOF
"""@BeenFLYnSolo: ppl talk bad about the ghetto/hood ... but as a kid growing up, a nigga had funnnnnnn !""",HOF
@Rock76_ like who let em bring Da heat in dis bitch &#128563;&#128552; .. #linkup bro,HOF
@2ManyLouboutins @moneydriven stfu hoe and fucking answer me before I smack the shit outta you and your faggot aunt.,HOF
@RealWallieWall Ms. Martinez fuckin with the cripple kid?!,HOF
I want all my hoes back,HOF
"""@haitian__goLd: Tim Tebow got cut from every team he was on in the NFL and he already got more hoes than me in Starkville. Smh."" &#128514;&#128514;&#128514;&#128514;",HOF
It's not a sin to have a interchangeable bezel but when that bitch don't screw back on ... #ThatsAProblem,HOF
RT @GuruJeremy: Women think they are angels. So they be in denial about their own hoe actions. Don't fall into their facade. See past the b&#8230;,HOF
There you go acting like a hoe &#128530;,HOF
"i never knew a mother so heartless and such a bitch, if it were my mother she would have been popped on foh",HOF
RT @VerseCharacter: When niggas want bitches like trey &#128557;&#128557;&#128557;&#128514; https://t.co/1hEIyCMQod,HOF
"Feelin like I can have any bitch I want. 

Feelin like all these hoes in this bitch want me.",HOF
Should I take a nap though too kill a mocking bird or nah?,NOT
"RT @ReverendGrim: God bless those delusional bitches still trying to keep ""duck face"" alive.",HOF
RT @MrFourTwentyy: Now when a bitch try to suck the strap that's when she getting kicked out,HOF
Why would you think Common is trash? Tf,NOT
@piersmorgan @JeremyClarkson You two need to stop acting like two little bitches.,HOF
"RT @KingMiller_: The top comeback for when you call a nigga ugly. 

1. ""I still pull more hoes than you.""",HOF
RT @lexipost30: love birds.,NOT
